age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,hours.per.week,country,salary,predicted_salary,id
"(21,23]",Private,117606,Bachelors,"(12,13]",Spouseless,Administration,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,6088
"(43,54]",Private,349502,Some-college,"(9,10]",Spouseless,Administration,Unmarried,White or Asian-Pac-Islander,Male,>40,US,0,0,6089
"[17,21]",Private,224073,<= 12th,"[1,8]",Spouseless,Sales,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,6090
"(37,43]",Other,65545,Masters,"(13,16]",Spouseless,Other,Child or other relative,White or Asian-Pac-Islander,Female,>40,US,0,0,6091
"(25,29]",Private,456618,Some-college,"(9,10]",Spouseless,Administration,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,6092
"(37,43]",Private,137304,Bachelors,"(12,13]",Spouseless,Administration,Not-in-family,Other,Female,40,US,0,0,6093
"[17,21]",Private,197997,High School,"(8,9]",Spouseless,Agriculture,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,6094
"[17,21]",Private,191444,<= 12th,"[1,8]",Spouseless,Agriculture,Unmarried,White or Asian-Pac-Islander,Male,40,US,0,0,6095
"(35,37]",Private,241998,Bachelors,"(12,13]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,6096
"(61,90]",State-gov,215908,High School,"(8,9]",With Spouse,Administration,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,6097
"(35,37]",Private,109133,Masters,"(13,16]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Male,>40,Non-US,1,0,6098
"(37,43]",Local-gov,149833,Bachelors,"(12,13]",Spouseless,Prof-specialty,Unmarried,White or Asian-Pac-Islander,Female,40,US,0,0,6099
"(43,54]",Private,138944,<= 12th,"[1,8]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,6100
"(37,43]",Private,280570,Bachelors,"(12,13]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,6101
"(61,90]",Local-gov,660461,High School,"(8,9]",Spouseless,Administration,Not-in-family,Other,Female,<40,US,0,0,6102
"(29,33]",Private,197424,High School,"(8,9]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,6103
"(25,29]",Self-emp-inc,31717,High School,"(8,9]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,6104
"(43,54]",Local-gov,193720,High School,"(8,9]",Spouseless,Service,Unmarried,White or Asian-Pac-Islander,Male,40,US,0,0,6105
"(23,25]",Other,335376,Bachelors,"(12,13]",Spouseless,Other,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,6106
"(33,35]",Other,93834,High School,"(8,9]",Spouseless,Other,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,6107
"(23,25]",Private,404416,Some-college,"(9,10]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,6108
"(29,33]",Private,214635,High School,"(8,9]",With Spouse,Service,Wife or husband,Other,Male,<40,Non-US,0,0,6109
"(43,54]",State-gov,423222,Masters,"(13,16]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,6110
"(33,35]",Private,263307,Bachelors,"(12,13]",Spouseless,Sales,Unmarried,Other,Male,>40,Non-US,0,0,6111
"(61,90]",Self-emp-inc,272896,Above Masters,"(13,16]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,1,6112
"(43,54]",Private,403911,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,Other,Male,40,US,1,0,6113
"(37,43]",Private,256647,High School,"(8,9]",With Spouse,Machine-op-inspct,Wife or husband,Other,Male,40,US,0,0,6114
"[17,21]",Other,150084,Some-college,"(9,10]",Spouseless,Other,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,6115
"(23,25]",Private,176189,High School,"(8,9]",With Spouse,Machine-op-inspct,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,6116
"(37,43]",Self-emp-not-inc,282461,<= 12th,"[1,8]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,1,0,6117
"[17,21]",Private,225541,Some-college,"(9,10]",Spouseless,Administration,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,6118
"(29,33]",Private,203488,Some-college,"(9,10]",Spouseless,Exec-managerial,Child or other relative,White or Asian-Pac-Islander,Male,>40,US,0,0,6119
"(37,43]",Private,144947,Bachelors,"(12,13]",Spouseless,Exec-managerial,Unmarried,Other,Female,40,US,0,0,6120
"(25,29]",Private,59367,Bachelors,"(12,13]",Spouseless,Machine-op-inspct,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,6121
"(61,90]",Private,236784,Bachelors,"(12,13]",Spouseless,Prof-specialty,Unmarried,White or Asian-Pac-Islander,Female,<40,Non-US,0,0,6122
"(37,43]",Local-gov,193755,Bachelors,"(12,13]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,1,6123
"[17,21]",Private,256240,<= 12th,"[1,8]",With Spouse,Machine-op-inspct,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,6124
"(25,29]",Private,178709,Masters,"(13,16]",Spouseless,Machine-op-inspct,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,6125
"[17,21]",Other,157131,<= 12th,"[1,8]",Spouseless,Other,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,6126
"(43,54]",Local-gov,188772,High School,"(8,9]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,6127
"[17,21]",Private,122322,Some-college,"(9,10]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Female,>40,US,0,0,6128
"(37,43]",Private,409189,<= 12th,"[1,8]",With Spouse,Service,Wife or husband,White or Asian-Pac-Islander,Male,40,Non-US,0,0,6129
"(21,23]",Private,194723,Bachelors,"(12,13]",Spouseless,Administration,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,6130
"[17,21]",State-gov,184678,Some-college,"(9,10]",Spouseless,Administration,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,6131
"(61,90]",Private,125954,High School,"(8,9]",Spouseless,Machine-op-inspct,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,6132
"(37,43]",Private,287037,Some-college,"(9,10]",Spouseless,Agriculture,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,6133
"(43,54]",Self-emp-not-inc,64667,High School,"(8,9]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Female,>40,Non-US,0,0,6134
"(43,54]",Private,384248,Some-college,"(9,10]",Spouseless,Exec-managerial,Unmarried,Other,Female,>40,US,0,0,6135
"(37,43]",Private,332703,High School,"(8,9]",Spouseless,Administration,Not-in-family,Other,Female,40,US,0,0,6136
"(37,43]",Private,198873,Above Masters,"(13,16]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Female,<40,US,1,1,6137
"(37,43]",Self-emp-inc,182629,Bachelors,"(12,13]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,6138
"[17,21]",Self-emp-not-inc,100999,<= 12th,"[1,8]",Spouseless,Administration,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,6139
"(37,43]",Self-emp-not-inc,199143,Above Masters,"(13,16]",Spouseless,Prof-specialty,Unmarried,White or Asian-Pac-Islander,Female,>40,US,1,0,6140
"(54,61]",Private,72442,<= 12th,"[1,8]",With Spouse,Service,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,6141
"(25,29]",Private,178140,Bachelors,"(12,13]",With Spouse,Service,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,6142
"(43,54]",Self-emp-not-inc,30731,Associate,"(10,12]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,0,0,6143
"(35,37]",Local-gov,251091,Some-college,"(9,10]",With Spouse,Tech and Secutity,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,6144
"(54,61]",Federal-gov,35723,Masters,"(13,16]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,6145
"(37,43]",Other,77937,<= 12th,"[1,8]",Spouseless,Other,Not-in-family,White or Asian-Pac-Islander,Female,40,Non-US,0,0,6146
"(25,29]",Private,253799,<= 12th,"[1,8]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Male,>40,Non-US,0,0,6147
"(54,61]",Other,41553,Some-college,"(9,10]",Spouseless,Other,Not-in-family,Other,Female,40,US,0,0,6148
"(25,29]",Private,216010,High School,"(8,9]",Spouseless,Exec-managerial,Child or other relative,White or Asian-Pac-Islander,Female,40,US,0,0,6149
"(35,37]",Private,164526,Bachelors,"(12,13]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,1,6150
"(25,29]",Private,244495,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,6151
"(54,61]",Private,151369,Masters,"(13,16]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,6152
"(43,54]",Federal-gov,118701,High School,"(8,9]",Spouseless,Administration,Unmarried,Other,Female,40,US,0,0,6153
"(43,54]",Private,140359,<= 12th,"[1,8]",Spouseless,Machine-op-inspct,Unmarried,White or Asian-Pac-Islander,Female,40,US,0,0,6154
"(37,43]",Self-emp-inc,23510,Masters,"(13,16]",Spouseless,Exec-managerial,Unmarried,White or Asian-Pac-Islander,Male,>40,Non-US,1,0,6155
"(61,90]",Private,212562,<= 12th,"[1,8]",With Spouse,Service,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,0,0,6156
"(33,35]",Self-emp-not-inc,112497,High School,"(8,9]",With Spouse,Craft-repair,Child or other relative,White or Asian-Pac-Islander,Male,<40,Non-US,0,0,6157
"(43,54]",Private,148138,Above Masters,"(13,16]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,40,Non-US,1,1,6158
"(61,90]",Private,50351,Masters,"(13,16]",Spouseless,Administration,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,6159
"(37,43]",Private,306496,High School,"(8,9]",With Spouse,Service,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,6160
"(43,54]",Private,163894,Some-college,"(9,10]",With Spouse,Service,Wife or husband,Other,Male,40,US,0,0,6161
"(21,23]",Private,113936,Some-college,"(9,10]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,6162
"(43,54]",Self-emp-not-inc,95256,High School,"(8,9]",Spouseless,Transport-moving,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,0,0,6163
"(54,61]",Private,127728,Some-college,"(9,10]",With Spouse,Tech and Secutity,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,6164
"(54,61]",Self-emp-inc,199768,High School,"(8,9]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,1,0,6165
"(43,54]",Other,186805,High School,"(8,9]",With Spouse,Other,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,6166
"(21,23]",Private,103064,High School,"(8,9]",Spouseless,Administration,Child or other relative,White or Asian-Pac-Islander,Female,40,US,0,0,6167
"[17,21]",Private,93235,<= 12th,"[1,8]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,6168
"(43,54]",Private,151089,Masters,"(13,16]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,6169
"(23,25]",Private,153583,Some-college,"(9,10]",Spouseless,Sales,Child or other relative,White or Asian-Pac-Islander,Female,40,US,0,0,6170
"(33,35]",State-gov,177331,Some-college,"(9,10]",With Spouse,Prof-specialty,Wife or husband,Other,Male,40,US,1,0,6171
"(43,54]",Federal-gov,27067,High School,"(8,9]",Spouseless,Administration,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,6172
"(23,25]",Private,250038,<= 12th,"[1,8]",Spouseless,Agriculture,Child or other relative,White or Asian-Pac-Islander,Male,>40,Non-US,0,0,6173
"(61,90]",Private,118876,Bachelors,"(12,13]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,6174
"(23,25]",Private,109080,Some-college,"(9,10]",Spouseless,Craft-repair,Child or other relative,White or Asian-Pac-Islander,Male,>40,US,0,0,6175
"(54,61]",Private,195876,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,6176
"[17,21]",Private,197748,<= 12th,"[1,8]",Spouseless,Sales,Unmarried,White or Asian-Pac-Islander,Female,<40,US,0,0,6177
"(25,29]",Private,44216,High School,"(8,9]",Spouseless,Tech and Secutity,Unmarried,Other,Female,40,US,0,0,6178
"(37,43]",Federal-gov,114537,Bachelors,"(12,13]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,1,6179
"(33,35]",Private,213226,Bachelors,"(12,13]",Spouseless,Sales,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,1,0,6180
"(21,23]",Private,167787,High School,"(8,9]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,6181
"(43,54]",Private,57929,High School,"(8,9]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Male,<40,US,0,0,6182
"(33,35]",Private,953588,High School,"(8,9]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Female,40,US,1,0,6183
"(61,90]",Private,204082,Some-college,"(9,10]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Female,>40,US,0,0,6184
"(21,23]",Private,297380,High School,"(8,9]",Spouseless,Sales,Child or other relative,Other,Female,40,US,0,0,6185
"(29,33]",Private,425622,High School,"(8,9]",With Spouse,Transport-moving,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,6186
"(35,37]",Private,245482,High School,"(8,9]",With Spouse,Transport-moving,Wife or husband,White or Asian-Pac-Islander,Male,40,Non-US,0,0,6187
"(37,43]",Self-emp-inc,142444,Bachelors,"(12,13]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Female,>40,US,0,0,6188
"(61,90]",Self-emp-not-inc,215944,<= 12th,"[1,8]",With Spouse,Agriculture,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,0,0,6189
"(43,54]",Private,170165,High School,"(8,9]",Spouseless,Machine-op-inspct,Child or other relative,White or Asian-Pac-Islander,Female,>40,US,0,0,6190
"(35,37]",Private,41624,<= 12th,"[1,8]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,>40,Non-US,0,0,6191
"(43,54]",Private,151089,Bachelors,"(12,13]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,6192
"(43,54]",State-gov,285747,Masters,"(13,16]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,6193
"(25,29]",Self-emp-not-inc,212318,High School,"(8,9]",Spouseless,Craft-repair,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,0,0,6194
"(54,61]",Private,173090,High School,"(8,9]",Spouseless,Sales,Unmarried,White or Asian-Pac-Islander,Female,<40,US,0,0,6195
"(25,29]",Private,189241,<= 12th,"[1,8]",With Spouse,Service,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,6196
"(33,35]",Private,240467,High School,"(8,9]",Spouseless,Administration,Unmarried,Other,Female,40,US,0,0,6197
"(54,61]",Other,389479,Masters,"(13,16]",With Spouse,Other,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,6198
"(35,37]",Private,111128,High School,"(8,9]",Spouseless,Craft-repair,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,6199
"(43,54]",Private,216411,Associate,"(10,12]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Female,40,Non-US,0,0,6200
"(33,35]",Local-gov,300681,High School,"(8,9]",With Spouse,Tech and Secutity,Wife or husband,Other,Male,<40,US,1,0,6201
"(54,61]",Private,148590,<= 12th,"[1,8]",Spouseless,Craft-repair,Unmarried,Other,Female,40,US,0,0,6202
"(43,54]",Private,195635,High School,"(8,9]",With Spouse,Machine-op-inspct,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,0,0,6203
"[17,21]",Private,212936,Some-college,"(9,10]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,6204
"(35,37]",Local-gov,380614,Bachelors,"(12,13]",With Spouse,Administration,Wife or husband,White or Asian-Pac-Islander,Female,<40,Non-US,1,0,6205
"(23,25]",Private,327518,Associate,"(10,12]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,6206
"(29,33]",State-gov,270218,Bachelors,"(12,13]",Spouseless,Administration,Child or other relative,Other,Female,40,US,0,0,6207
"(43,54]",Private,61751,High School,"(8,9]",With Spouse,Service,Wife or husband,White or Asian-Pac-Islander,Female,<40,US,0,0,6208
"(21,23]",Private,137876,Some-college,"(9,10]",Spouseless,Tech and Secutity,Not-in-family,White or Asian-Pac-Islander,Male,<40,US,0,0,6209
"(61,90]",Private,336007,Bachelors,"(12,13]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,6210
"(25,29]",Private,221317,Some-college,"(9,10]",With Spouse,Service,Wife or husband,White or Asian-Pac-Islander,Male,40,Non-US,0,0,6211
"(61,90]",Other,351402,Above Masters,"(13,16]",With Spouse,Other,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,1,6212
"(37,43]",Local-gov,179580,High School,"(8,9]",With Spouse,Administration,Wife or husband,White or Asian-Pac-Islander,Female,40,US,0,0,6213
"(43,54]",Self-emp-not-inc,192654,Bachelors,"(12,13]",Spouseless,Transport-moving,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,0,0,6214
"(61,90]",Private,117681,High School,"(8,9]",Spouseless,Agriculture,Not-in-family,White or Asian-Pac-Islander,Male,<40,US,0,0,6215
"(43,54]",Private,217161,High School,"(8,9]",Spouseless,Service,Not-in-family,Other,Female,<40,US,0,0,6216
"(29,33]",Local-gov,256529,High School,"(8,9]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Female,>40,US,0,0,6217
"(23,25]",Local-gov,227886,Bachelors,"(12,13]",With Spouse,Administration,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,6218
"(25,29]",Private,136017,<= 12th,"[1,8]",Spouseless,Craft-repair,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,0,0,6219
"(37,43]",Private,58880,Bachelors,"(12,13]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Female,<40,US,1,1,6220
"(37,43]",Self-emp-not-inc,120837,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,6221
"(29,33]",Self-emp-not-inc,115932,High School,"(8,9]",Spouseless,Craft-repair,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,1,0,6222
"(25,29]",Local-gov,151626,High School,"(8,9]",Spouseless,Prof-specialty,Child or other relative,Other,Female,40,US,0,0,6223
"(25,29]",Private,118497,High School,"(8,9]",With Spouse,Transport-moving,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,6224
"(25,29]",State-gov,142621,Bachelors,"(12,13]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,6225
"(23,25]",Private,323229,Bachelors,"(12,13]",Spouseless,Administration,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,6226
"(43,54]",Private,138626,Associate,"(10,12]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,0,0,6227
"(33,35]",Self-emp-not-inc,230268,Some-college,"(9,10]",With Spouse,Service,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,6228
"(43,54]",Self-emp-inc,38819,Bachelors,"(12,13]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,6229
"(61,90]",Private,149040,<= 12th,"[1,8]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,6230
"(43,54]",Private,216214,<= 12th,"[1,8]",With Spouse,Machine-op-inspct,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,6231
"[17,21]",Private,120277,High School,"(8,9]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,6232
"(54,61]",Self-emp-not-inc,134286,Some-college,"(9,10]",Spouseless,Sales,Not-in-family,White or Asian-Pac-Islander,Male,<40,US,0,0,6233
"(61,90]",Private,117746,Bachelors,"(12,13]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,6234
"(61,90]",Private,69867,Bachelors,"(12,13]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,6235
"(29,33]",Private,109020,Bachelors,"(12,13]",Spouseless,Prof-specialty,Unmarried,Other,Male,40,US,0,0,6236
"(61,90]",Other,158847,Associate,"(10,12]",Spouseless,Other,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,6237
"[17,21]",Private,33087,Associate,"(10,12]",Spouseless,Agriculture,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,6238
"(37,43]",Local-gov,81054,Some-college,"(9,10]",Spouseless,Exec-managerial,Unmarried,White or Asian-Pac-Islander,Female,<40,US,0,0,6239
"(23,25]",Private,96844,Some-college,"(9,10]",Spouseless,Administration,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,6240
"[17,21]",Private,245199,Some-college,"(9,10]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,6241
"(54,61]",Private,186385,Above Masters,"(13,16]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Male,<40,US,0,0,6242
"(61,90]",Private,154897,High School,"(8,9]",Spouseless,Sales,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,6243
"(43,54]",Private,138852,Masters,"(13,16]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,6244
"(25,29]",Private,193898,High School,"(8,9]",Spouseless,Craft-repair,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,0,0,6245
"[17,21]",State-gov,56424,<= 12th,"[1,8]",Spouseless,Transport-moving,Child or other relative,Other,Male,<40,US,0,0,6246
"(29,33]",Private,165235,Bachelors,"(12,13]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Female,<40,Non-US,0,0,6247
"(29,33]",Local-gov,156015,Associate,"(10,12]",With Spouse,Tech and Secutity,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,6248
"(37,43]",Private,185132,Bachelors,"(12,13]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Female,>40,US,0,0,6249
"(23,25]",Local-gov,32950,Bachelors,"(12,13]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Male,<40,US,0,0,6250
"(43,54]",Private,190762,<= 12th,"[1,8]",With Spouse,Service,Wife or husband,White or Asian-Pac-Islander,Male,40,Non-US,0,0,6251
"(43,54]",Private,185385,High School,"(8,9]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,6252
"(61,90]",Other,302142,High School,"(8,9]",With Spouse,Other,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,0,0,6253
"(29,33]",Private,317378,Bachelors,"(12,13]",Spouseless,Exec-managerial,Child or other relative,White or Asian-Pac-Islander,Female,40,US,1,0,6254
"(23,25]",Private,97212,Associate,"(10,12]",With Spouse,Administration,Wife or husband,White or Asian-Pac-Islander,Female,40,US,0,0,6255
"(37,43]",Private,47902,High School,"(8,9]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,6256
"(37,43]",Private,172297,Masters,"(13,16]",With Spouse,Administration,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,6257
"[17,21]",Private,105244,Some-college,"(9,10]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,0,0,6258
"(54,61]",Self-emp-not-inc,352448,Bachelors,"(12,13]",With Spouse,Transport-moving,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,1,6259
"(25,29]",Private,242768,Bachelors,"(12,13]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Male,<40,US,0,0,6260
"(23,25]",State-gov,155775,High School,"(8,9]",With Spouse,Tech and Secutity,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,6261
"(35,37]",Private,120074,High School,"(8,9]",Spouseless,Transport-moving,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,6262
"(37,43]",Private,309311,High School,"(8,9]",With Spouse,Agriculture,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,6263
"[17,21]",Other,151141,<= 12th,"[1,8]",Spouseless,Other,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,6264
"(37,43]",Private,213821,Masters,"(13,16]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Male,40,US,1,0,6265
"(29,33]",State-gov,55849,Some-college,"(9,10]",Spouseless,Craft-repair,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,6266
"(61,90]",Other,72486,High School,"(8,9]",With Spouse,Other,Wife or husband,White or Asian-Pac-Islander,Male,<40,Non-US,0,0,6267
"(21,23]",Other,229997,Some-college,"(9,10]",Spouseless,Other,Unmarried,Other,Female,40,US,0,0,6268
"(25,29]",Private,197380,Associate,"(10,12]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,6269
"(25,29]",Private,35917,Some-college,"(9,10]",Spouseless,Transport-moving,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,0,0,6270
"(43,54]",Private,99385,High School,"(8,9]",Spouseless,Administration,Not-in-family,White or Asian-Pac-Islander,Female,40,Non-US,0,0,6271
"(43,54]",Private,48358,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,6272
"(29,33]",Local-gov,144949,High School,"(8,9]",With Spouse,Tech and Secutity,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,6273
"(43,54]",State-gov,199512,Bachelors,"(12,13]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,1,6274
"(37,43]",Self-emp-inc,244945,Bachelors,"(12,13]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,1,6275
"(61,90]",Private,243768,<= 12th,"[1,8]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Male,<40,US,0,0,6276
"(37,43]",Other,351161,Masters,"(13,16]",With Spouse,Other,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,6277
"(33,35]",Private,186934,Bachelors,"(12,13]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,6278
"[17,21]",Private,275291,Some-college,"(9,10]",Spouseless,Sales,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,6279
"[17,21]",Private,103840,High School,"(8,9]",Spouseless,Machine-op-inspct,Child or other relative,White or Asian-Pac-Islander,Female,>40,US,0,0,6280
